480
202
527
293
326
13529
1935
441
1767
250
70
34
48
279
58
1826
114
364
59
97
37
62
66
1014
7
333
302
147
25
75
30
46
3610
119
503
15
2418
3951
174
746
167
70
83
3178
121
48
43
142
218
619
616
230
318
152
78611
92
73
13
991
55
164
85
143
4
471
1702
169
187
5
218
441
19
19
10
2195
910
279
162
46
575
160
6886
1009
14
83
5225
592
83190
165
1791
36
83
38
57
373
40
40
154
54
13
